일자,요일,본사정원수,본사휴가자수,본사출장자수,야근자수,재택근무자수,조식메뉴,중식메뉴,석식메뉴,중식계,석식계,dayofweek,month,yearmonth,출근인원,중식비율,석식비율,중식 New,석식 New,중식 diff,석식 diff,강수량,시간
2019-07-30,화,2760,434,213,382,0.0,모닝롤/에그샌드  우유/주스 스크램블에그 흑임자죽/쌀밥 (쌀:국내산) 두부김치국  깻순나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 사과오이냉국  장어강정 (장어:중국산) 햄감자채볶음  콩나물무침  포기김치 (김치:국내산) ,김치볶음밥 (쌀:국내산) 유부장국  탄두리치킨 (닭:국내산) 꽃맛살샐러드  과일  깍두기 (김치:국내산) ,745,457,1,7,2019-07,2113,0.3525792711784193,0.216280170373876,False,False,False,False,0,12:00
2019-07-31,수,2760,495,231,0,0.0,모닝롤/단호박찐빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 열무된장국  멸치볶음  포기김치 (김치:국내산) ,곤드레밥*양념장 (쌀:국내산) 맑은국  해물누룽지탕 (오징어:원양산) 메밀전병만두  오복지/찐햇감자  포기김치 (김치:국내산) ,    자기계발의날        ,619,0,2,7,2019-07,2034,0.30432645034414946,0.0,False,False,False,True,0,12:00
2019-08-01,목,3305,546,219,285,0.0,모닝롤/씨크립샌드  우유/주스 계란후라이 표고버섯죽/쌀밥 (쌀:국내산) 민물새우찌개  노각무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 아욱국  닭볶음탕 (닭:국내산) 오징어브로컬리숙회 (오징어:원양산) 청경채생채  배추겉절이 (김치:국내산) ,참치주먹밥 (쌀:국내산) 열무물국수  돈육강정 (돈육:국내산) 시저샐러드  또띠아칩/음료  포기김치 (김치:국내산) ,648,463,3,8,2019-08,2540,0.2551181102362205,0.18228346456692912,False,False,False,False,0,12:00
2019-08-02,금,3305,687,237,2,0.0,모닝롤/사과파이  우유/주스 계란후라이 홍게살죽/쌀밥 (쌀:국내산) 우거지해장국 (쇠고기:호주산) 땅콩조림  포기김치 (김치:국내산) ,"쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  미트볼케찹조림 (돈육:국내,소고기:호주) 계란말이  꽈리고추찜  포기김치 (고추가루:국내산) ",쌀밥/잡곡밥 (쌀:국내산) 매운버섯국 (소고기:호주산) 고등어구이  두부스테이크  참나물생채  포기김치 (김치:국내산) ,440,274,4,8,2019-08,2381,0.18479630407391853,0.11507769844603108,False,False,False,False,0,12:00
2019-08-05,월,3305,462,183,392,0.0,모닝롤/단팥빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 조랭이떡국  아삭고추무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  닭갈비  실곤약흑임자무침  건새우마늘쫑볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장  꽁치오븐구이  마파두부  상추파무침  포기김치 (김치:국내산) ,936,445,0,8,2019-08,2660,0.3518796992481203,0.16729323308270677,False,False,False,False,0,12:00
2019-08-06,화,3305,427,203,392,0.0,모닝롤/참치샌드  우유/주스 스크램블에그 녹두죽/쌀밥 (쌀:국내산) 감자국  김잔파무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 도토리묵냉국  짬뽕불고기  계란찜  양배추쌈*젓장  포기김치 (김치:국내산) ,해물굴소스볶음밥 (쌀:국내산) 미소장국  로제파스타  양배추샐러드  감자튀김/무피클  포기김치 (김치:국내산) ,798,513,1,8,2019-08,2675,0.2983177570093458,0.19177570093457944,False,False,False,False,0,12:00
2019-08-07,수,3305,421,233,1,0.0,모닝롤/크로와상  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 새우살미역국  느타리볶음  포기김치 (김치:국내산) ,짜장덮밥 (쌀:국내산) 맑은국  고추잡채*꽃빵  군만두  단무지무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩가루배추국  돈육장조림  콩나물겨자채  도라지생채  포기김치 (김치:국내산) ,841,304,2,8,2019-08,2651,0.3172387778196907,0.11467370803470389,False,False,False,False,0,12:00
2019-08-08,목,3305,430,254,364,0.0,모닝롤/토마토샌드  우유/주스 계란후라이 호박죽/쌀밥 (쌀:국내산) 연두부국  가지나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 아욱국  돼지갈비찜  어묵볶음  치커리유자청무침  배추겉절이 (김치:국내산) ,야채볶음밥 (쌀:국내산) 김치말이국수  닭오븐구이  키위드레싱샐러드  아오리사과  열무김치 (김치:국내산) ,781,482,3,8,2019-08,2621,0.2979778710415872,0.1838992750858451,False,False,False,False,0,12:00
2019-08-09,금,3305,496,261,3,0.0,모닝롤/치즈프레즐  우유/주스 계란후라이 김치죽/쌀밥 (쌀:국내산) 쇠고기무국  쥐포무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌된장찌개  주꾸미볶음  옥수수전  양념깻잎지  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 얼갈이국  등뼈김치찜  두부구이  참나물생채  깍두기 (김치:국내산) ,641,401,4,8,2019-08,2548,0.25156985871271587,0.15737833594976453,False,False,False,False,0,12:00
2019-08-12,월,3305,394,208,424,0.0,모닝롤/사과잼쿠키  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 두부김치국  오이맛살냉채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  소고기숙주볶음  모듬묵*양념장  고추잎나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 북어해장국  양념치킨  오징어야채무침  치킨무  포기김치 (김치:국내산) ,1073,527,0,8,2019-08,2703,0.39696633370329265,0.1949685534591195,False,False,False,False,1,12:00
2019-08-13,화,3305,345,254,411,0.0,모닝롤/옥수수샌드  우유/주스 스크램블에그 팥죽/쌀밥 (쌀:국내산) 무채국  고구마줄기볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  언양식불고기  감자프리타타  깻잎찜  포기김치 (김치:국내산) ,제육김치덮밥  유부장국  까르보나라떡볶이  김말이강정  양상추샐러드  깍두기 (김치:국내산) ,813,519,1,8,2019-08,2706,0.3004434589800443,0.1917960088691796,False,False,False,False,0,12:00
2019-08-14,수,3305,430,246,2,0.0,모닝롤/와플  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 동태탕  소시지감자볶음  포기김치 (김치:국내산) ,콩나물밥  올챙이만두국  유린기  모히토과일샐러드  쨔샤이무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 사과오이냉국  오징어볶음*소면  생선가스  두반장가지나물  포기김치 (김치:국내산) ,713,421,2,8,2019-08,2629,0.2712057816660327,0.1601369341955116,False,False,False,False,0,12:00
2019-08-16,금,3305,1026,208,7,0.0,모닝롤/찐빵  우유/주스 계란후라이 해물죽/쌀밥 (쌀:국내산) 근대국  볼어묵볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 닭개장  쇠고기장조림  잡채  비름나물된장무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 해물짬뽕국  돈육굴소스볶음  쇠고기두부찜  멸치볶음  열무김치 (김치:국내산) ,466,313,4,8,2019-08,2071,0.22501207146306132,0.15113471752776436,False,False,False,False,0,12:00
2019-08-19,월,3305,264,212,569,0.0,모닝롤/핫케이크  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 오징어국  김자반  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시래기국  유자청제육볶음  해물겨자냉채  연두부*양념장  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물김치국  안동찜닭  셀프무쌈말이  땅콩조림  깍두기 (김치:국내산) ,1249,530,0,8,2019-08,2829,0.4414987628137151,0.1873453517143867,False,False,False,False,0,12:00
2019-08-20,화,3305,205,255,534,0.0,모닝롤/식빵피자  우유/주스 스크램블에그 흑임자죽/쌀밥 (쌀:국내산) 호박새우젓국  연근조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 소고기미역국  닭강정  모듬소세지구이  얼갈이겉절이  포기김치 (김치:국내산) ,유부초밥  냉모밀국수  해물까스*칠리소스  콥샐러드  단무지/음료  포기김치 (김치:국내산) ,955,534,1,8,2019-08,2845,0.335676625659051,0.18769771528998241,False,False,False,False,0,12:00
2019-08-21,수,3305,214,265,0,0.0,모닝롤/롤케익  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 만두국  두부쑥갓무침  포기김치 (김치:국내산) ,산채비빔밥  미소장국  오징어튀김  아삭고추무침  요플레  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 북어해장국  소고기낙지볶음  녹두전  무생채  포기김치 (김치:국내산) ,923,423,2,8,2019-08,2826,0.32661004953998585,0.14968152866242038,False,False,False,False,0,12:00
2019-08-22,목,3305,178,275,468,0.0,모닝롤/바나나샌드  우유/주스 계란후라이 야채죽/쌀밥 (쌀:국내산) 연두부찌개  마늘쫑볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥  닭곰탕  류산슬  오꼬노미야끼계란말이  오이도라지생채  열무김치 (김치:국내산) ,목살필라프 (쌀:국내산) 꼬지어묵국  탕수육  과일요거트샐러드  무피클  포기김치 (김치:국내산) ,880,514,3,8,2019-08,2852,0.3085553997194951,0.18022440392706873,False,False,False,True,1,12:00
2019-08-23,금,3305,268,295,2,0.0,모닝롤/고구마파이  우유/주스 계란후라이 잣죽/쌀밥 (쌀:국내산) 된장찌개  실곤약흑임자무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 돈육김치찌개  미니채소떡갈비  자반고등어구이  숙주나물  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 건새우아욱된장국  동파삼겹수육  감자채볶음  쫑상추무침  열무김치 (김치:국내산) ,599,393,4,8,2019-08,2742,0.21845368344274252,0.14332603938730853,False,False,False,False,0,12:00
2019-08-26,월,3305,162,230,596,0.0,모닝롤/마늘빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 감자국  명엽채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  함박스테이크  사과고구마그라탕  콩나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 매운버섯국 (소고기:호주산) 돈육간장볶음 (돈육:국내산) 계란찜  청경채무침  포기김치 (김치:국내산) ,1221,547,0,8,2019-08,2913,0.4191555097837281,0.18777892207346378,False,False,False,False,0,12:00
2019-08-27,화,3305,118,266,550,0.0,모닝롤/단호박샌드  우유/주스 스크램블에그 김치죽/쌀밥 (쌀:국내산) 어묵국  꽈리고추찜  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  버섯불고기 (소고기:호주산) 동태전 (동태:러시아산) 레몬미역초무침  포기김치 (김치:국내산) ,베이컨김치볶음밥 (쌀:국내산) 새우튀김우동  찹쌀순대볶음  부추만두  수제오이피클  깍두기 (김치:국내산) ,921,516,1,8,2019-08,2921,0.3153029784320438,0.1766518315645327,False,False,False,False,1,12:00
2019-08-28,수,3305,123,274,0,0.0,모닝롤/핫도그  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 열무된장국  메추리알조림  포기김치 (김치:국내산) ,"카레덮밥 (쌀,돈육:국내산) 맑은국  치킨핑거 (닭:국내산) 쫄면야채무침  오복지/과일  포기김치 (김치:국내산) ",    *        ,899,0,2,8,2019-08,2908,0.3091471801925722,0.0,False,False,False,True,0,12:00
2019-08-29,목,3305,132,289,435,0.0,모닝롤/단팥빵  우유/주스 계란후라이 새우살야채죽/쌀밥 (쌀:국내산) 황태해장국 (황태:러시아산) 오이사과무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  훈제오리구이 (오리:국내산) 매운어묵볶음  쌈무/양파절임 부추겉절이 포기김치 (김치:국내산) ,오므라이스 (쌀:국내산) 가쯔오장국  소고기퀘사디아 (소고기:호주산) 멕시칸샐러드  음료  포기김치 (김치:국내산) ,845,550,3,8,2019-08,2884,0.29299583911234395,0.19070735090152566,False,False,False,True,1,12:00
2019-08-30,금,3305,253,305,1,0.0,모닝롤/꿀호떡  우유/주스 계란후라이 녹두죽/쌀밥 (쌀:국내산) 대구매운탕  느타리볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 부대찌개 (소고기:호주산) 굴비구이  비엔나컬리플라워볶음  김구이  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 들깨버섯국  마늘치킨 (닭:국내산) 동그랑땡전  치커리무침  포기김치 (김치:국내산) ,575,385,4,8,2019-08,2747,0.2093192573716782,0.14015289406625409,False,False,False,False,0,12:00
2019-09-02,월,3111,137,213,564,0.0,모닝롤/프렌치토스트  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 조랭이떡미역국  동전쥐포무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 들깨시락국  돈육김치볶음  궁중떡볶음  쫑상추무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  파닭  두부계란부침  무생채  포기김치 (김치:국내산) ,1363,609,0,9,2019-09,2761,0.4936617167692865,0.22057225642883013,False,False,False,False,1,12:00
2019-09-03,화,3111,103,254,460,0.0,모닝롤/옥수수샌드  우유/주스 스크램블에그 땅콩죽/쌀밥 (쌀:국내산) 두부김치국  김잔파무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  소고기장조림  갈치무조림  참나물생채  포기김치 (김치:국내산) ,빠에야 (쌀:국내산) 쌀국수  치킨샐러드  고구마맛탕  단무지/음료  포기김치 (김치:국내산) ,944,573,1,9,2019-09,2754,0.3427741466957153,0.20806100217864923,False,False,False,True,1,12:00
2019-09-04,수,3111,102,270,0,0.0,모닝롤/와플  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 시래기국  감자채볶음  포기김치 (김치:국내산) ,"단호박영양밥 (쌀,돈육:국내산) 유부장국  새송이너비아니구이  양장피  오이무침  포기김치 (김치:국내산) ",쌀밥/잡곡밥  참치김치찌개  돈육강정  계란찜  매운어묵볶음  깍두기 (김치:국내산) ,769,412,2,9,2019-09,2739,0.280759401241329,0.15041986126323476,False,False,False,False,1,12:00
2019-09-05,목,3111,118,292,391,0.0,모닝롤/참치샌드  우유/주스 계란후라이 야채죽/쌀밥 (쌀:국내산) 오징어국  가지나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 토란국  매운돼지갈비찜  호박부추전  도토리묵야채무침  포기김치 (김치:국내산) ,김밥 (쌀:국내산) 김치어묵국  야채튀김  미니햄버거  꽃맛살샐러드  포기김치 (김치:국내산) ,778,557,3,9,2019-09,2701,0.2880414661236579,0.20621991854868568,False,False,False,False,0,12:00
2019-09-06,금,3111,214,301,0,0.0,모닝롤/찐빵  우유/주스 계란후라이 해물죽/쌀밥 (쌀:국내산) 맑은만두육개장  영양부추생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  수제돈까스  통도라지구이  미역무침  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  소고기숙주볶음  맛살냉채  단배추겉절이  포기김치 (김치:국내산) ,687,349,4,9,2019-09,2596,0.26463790446841295,0.13443759630200308,False,False,False,False,0,12:00
2019-09-09,월,3111,148,217,523,0.0,모닝롤/녹차호떡  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 떡국  비트무생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 김치콩나물국  짬뽕불고기  버섯잡채  모듬쌈*쌈장  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 황태해장국  닭갈비  두부구이*양념장  참나물땅콩무침  포기김치 (김치:국내산) ,1228,612,0,9,2019-09,2746,0.4471959213401311,0.2228696285506191,False,False,False,False,0,12:00
2019-09-10,화,3111,142,238,401,0.0,모닝롤/감자샌드  우유/주스 스크램블에그 잣죽/쌀밥 (쌀:국내산) 열무된장국  연근조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 맑은순두부국  사천식탕수육  감자프리타타  청경채겉절이  포기김치 (김치:국내산) ,김치필라프 (쌀:국내산) 크림스프  토마토스파게티  시리얼과일샐러드  수제피클  깍두기 (김치:국내산) ,812,541,1,9,2019-09,2731,0.29732698645184913,0.19809593555474186,False,False,False,True,0,12:00
2019-09-11,수,3111,426,135,0,0.0,모닝롤/사과파이  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 감자국  얼갈이나물  포기김치 (김치:국내산) ,"나물비빔밥 (쌀,돈육:국내산) 팽이장국  생선까스*칠리소스  갈비만두  송편/식혜/과일  포기김치 (김치:국내산) ",쌀밥/잡곡밥  해물된장찌개  고추잡채*꽃빵  명태조림  김자반  포기김치 (김치:국내산) ,916,123,2,9,2019-09,2550,0.3592156862745098,0.04823529411764706,False,False,False,False,0,12:00
2019-09-16,월,3111,259,180,631,0.0,모닝롤/프렌치토스트  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 시래기국  두반장가지볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 황태국  훈제오리고추장볶음  연두부*장  쌈무/부추생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  치즈함박스테이크  새송이버섯전  유채나물  배추겉절이 (김치:국내산) ,1283,687,0,9,2019-09,2672,0.4801646706586826,0.25711077844311375,False,False,False,False,0,12:00
2019-09-17,화,3111,75,241,606,0.0,모닝롤/에그샌드  우유/주스 스크램블에그 새우살죽/쌀밥 (쌀:국내산) 순두부국  검정콩조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 꽃게된장찌개  돈육굴소스볶음  날치알계란찜  꽃상추겉절이  포기김치 (김치:국내산) ,참치덮밥 (쌀:국내산) 미소장국  또띠아피자  모둠과일  락교  포기김치 (김치:국내산) ,1010,640,1,9,2019-09,2795,0.3613595706618962,0.22898032200357782,False,False,False,False,0,12:00
2019-09-18,수,3111,71,250,0,0.0,모닝롤/사과파이  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 차돌박이찌개  우엉조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 소고기미역국  탄두리치킨  오징어숙회무침  파스타샐러드 /오렌지주스  배추겉절이/과일 (김치:국내산) ,쌀밥/잡곡밥  수제비국  쇠고기숙주볶음  두부매콤조림  오이무침  포기김치 (김치:국내산) ,1006,418,2,9,2019-09,2790,0.36057347670250894,0.14982078853046596,False,False,False,False,0,12:00
2019-09-19,목,3111,80,290,441,0.0,모닝롤/단호박샌드  우유/주스 계란후라이 흑임자죽/쌀밥 (쌀:국내산) 감자국  멸치볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  주꾸미볶음  카레감자채볶음  호박나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 설렁탕  김치전  오징어젓무침  야채스틱/과일  석박지 (김치:국내산) ,701,480,3,9,2019-09,2741,0.2557460780736957,0.17511856986501276,False,False,False,False,0,12:00
2019-09-20,금,3111,182,302,2,0.0,모닝롤/시금치팬케익  우유/주스 계란후라이 야채죽/쌀밥 (쌀:국내산) 닭개장  도토리묵*장  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  대패삼겹*파채  사각어묵무침  비름나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥  얼큰소고기무국  안동찜닭  탕평채  아삭고추된장무침  포기김치 (김치:국내산) ,662,415,4,9,2019-09,2627,0.25199847735059,0.15797487628473544,False,False,False,False,0,12:00
2019-09-23,월,3111,114,214,569,0.0,모닝롤/마늘빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 배추된장국  진미채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 근대국  유자청제육볶음 (돈육:국내산) 동그랑땡전  얼갈이겉절이  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장 (소고기:호주산) 고등어구이 (고등어:국내산) 모듬소세지볶음  오이사과생채  포기김치 (김치:국내산) ,1239,595,0,9,2019-09,2783,0.445203018325548,0.21379805964786203,False,False,False,False,0,12:00
2019-09-24,화,3111,71,265,631,0.0,모닝롤/씨크립샌드  우유/주스 스크램블에그 고구마죽/쌀밥 (쌀:국내산) 대구탕  김구이  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 얼갈이된장국  버섯불고기 (소고기:호주산) 골뱅이무침  미역줄기볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 무채국 (우민찌:호주산) 닭볶음탕 (닭:국내산) 메밀전병만두  참나물생채  배추겉절이 (김치:국내산) ,899,570,1,9,2019-09,2775,0.323963963963964,0.20540540540540542,False,False,False,False,0,12:00
2019-09-25,수,3111,60,285,1,0.0,모닝롤/단팥빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 오징어국  시래기조림  포기김치 (김치:국내산) ,곤드레밥*양념장 (쌀:국내산) 맑은국  돈육강정 (돈육:국내산) 사과고구마그라탕  오복지무침  포기김치 (김치:국내산) ,    *        ,803,0,2,9,2019-09,2766,0.2903109182935647,0.0,False,False,False,True,0,12:00
2019-09-26,목,3111,75,312,542,0.0,모닝롤/대만샌드위치  우유/주스 계란후라이 땅콩죽/쌀밥 (쌀:국내산) 들깨미역국  느타리호박볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물김치국  해물누룽지탕  두부스테이크  마늘쫑무침  깍두기 (김치:국내산) ,"볶음밥/짜장소스 (쌀,돈육:국내산) 계란국  깐풍기 (닭:국내산) 시저샐러드  단무지/음료  포기김치 (김치:국내산) ",620,474,3,9,2019-09,2724,0.2276064610866373,0.17400881057268722,False,False,False,False,0,12:00
2019-09-27,금,3111,177,309,2,0.0,모닝롤/카스텔라  우유/주스 계란후라이 참치죽/쌀밥 (쌀:국내산) 된장찌개  두부쑥갓무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 어묵국  언양식불고기  계란말이  청경채생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 아욱국  돈육간장볶음 (돈육:국내산) 닭살겨자채 (닭:국내산) 무나물  포기김치 (김치:국내산) ,722,368,4,9,2019-09,2625,0.27504761904761904,0.1401904761904762,False,False,False,False,0,12:00
2019-09-30,월,3111,283,231,366,0.0,모닝롤/찐빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 콩나물국  꽈리고추찜  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩가루배추국  짬뽕불고기  메추리알조림  얼갈이겉절이  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 버섯들깨탕  오징어볶음  고기전  양배추쌈*쌈장  포기김치 (김치:국내산) ,1030,516,0,9,2019-09,2597,0.39661147477859066,0.1986907970735464,False,False,False,False,0,12:00
2019-10-02,수,3121,244,217,310,0.0,모닝롤/핫도그  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 소고기무국  땅콩조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 돈육김치찌개  닭갈비  우엉잡채  부추겉절이  깍두기 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  쇠고기장조림  마파두부  오이맛살초무침  포기김치 (김치:국내산) ,1241,743,2,10,2019-10,2660,0.46654135338345865,0.2793233082706767,False,False,False,False,1,12:00
2019-10-04,금,3121,268,231,428,0.0,모닝롤/치즈프레즐  우유/주스 계란후라이 홍게살죽/쌀밥 (쌀:국내산) 황태국  쥐포무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 해물된장찌개  소불고기  두부양념조림  미역레몬초무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  함박스테이크  계란찜  콩나물무침  포기김치 (김치:국내산) ,1215,755,4,10,2019-10,2622,0.4633867276887872,0.28794813119755913,False,False,False,False,0,12:00
2019-10-07,월,3121,193,215,447,0.0,모닝롤/꿀호떡  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 감자국  명엽채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개 (돈육:국내산) 돈육굴소스볶음 (돈육:국내산) 해파리겨자채  마늘쫑건새우볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 닭개장 (닭:국내산) 갈치구이 (갈치:감비아산) 비엔나케찹볶음  셀프무쌈말이  포기김치 (김치:국내산) ,1133,492,0,10,2019-10,2713,0.41761887209730925,0.18134906008109106,False,False,False,False,0,12:00
2019-10-08,화,3121,214,262,247,0.0,"모닝롤/바나나샌드  우유/주스 계란후라이 쇠고기죽/쌀밥 (쌀:국내산,쇠고기:호주) 근대국  미역줄기볶음  포기김치 (김치:국내산) ",쌀밥/잡곡밥 (쌀:국내산) 동태탕 (동태:러시아산) 마늘간장치킨 (닭:국내산) 새송이버섯전  치커리사과무침  포기김치 (김치:국내산) ,김치볶음밥 (쌀:국내산) 새우튀김우동  고구마치즈구이  홍시드레싱샐러드  오이피클  깍두기 (김치:국내산) ,883,521,1,10,2019-10,2645,0.3338374291115312,0.19697542533081286,False,False,False,False,0,12:00
2019-10-10,목,3121,284,269,398,0.0,모닝롤/옥수수샌드  우유/주스 계란후라이 크림누룽지탕/쌀밥 (쌀:국내산) 호박젓국찌개  김자반  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 옹심이만두국  굴비구이 (굴비:원양산) 미트볼조림  청경채무침  포기김치 (김치:국내산) ,참치주먹밥 (쌀:국내산) 잔치국수  쇠고기퀘사디아 (소고기:호주산) 꽃맛살샐러드  음료/단무지  포기김치 (김치:국내산) ,862,546,3,10,2019-10,2568,0.3356697819314642,0.21261682242990654,False,False,False,False,0,12:00
2019-10-11,금,3121,389,285,3,0.0,"모닝롤/크로와상  우유/주스 계란후라이 닭죽/쌀밥 (쌀,닭:국내산) 바지락국  취나물  포기김치 (김치:국내산) ",쌀밥/잡곡밥 (쌀:국내산) 아욱국  매운돼지갈비찜 (돈육:국내산) 파스타샐러드  건파래무침  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국 (쇠고기:호주산) 탕수어 (동태:러시아산) 견과류조림  양념깻잎지  포기김치 (김치:국내산) ,566,312,4,10,2019-10,2447,0.23130363710666121,0.1275030649775235,False,False,False,False,0,12:00
2019-10-14,월,3121,152,237,529,0.0,모닝롤/찐빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 얼갈이국  무생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 북어해장국  제육볶음  감자채볶음  야채스틱  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  주꾸미볶음  계란말이  쫑상추무침  포기김치 (김치:국내산) ,1140,601,0,10,2019-10,2732,0.4172767203513909,0.21998535871156663,False,False,False,False,0,12:00
